基準記号,類似順位,類似記号,ジャッカード係数,共通特徴数,和集合特徴数,基準特徴数,類似特徴数,共通特徴
17障6,1,28障337,0.192308,5,26,17,14,向かう | 場 | 負傷 | 走る | 転倒
17障6,2,17障138,0.181818,4,22,17,9,口 | 負傷 | 足 | 転倒
17障6,3,18障136,0.166667,4,24,17,11,地面 | 負傷 | 走る | 足
17障6,4,22障178,0.16,4,25,17,12,口 | 負傷 | 足 | 転倒
17障6,5,24障288,0.15625,5,32,17,20,口 | 地面 | 負傷 | 走る | 転倒
17障6,6,21障411,0.15625,5,32,17,20,れる | 取る | 地面 | 負傷 | 転倒
17障6,7,18障274,0.153846,4,26,17,13,取る | 走る | 足 | 転倒
17障6,8,18障429,0.153846,4,26,17,13,口 | 負傷 | 足 | 転倒
17障6,9,2023障86,0.15,6,40,17,29,口 | 地面 | 場 | 走る | 足 | 転倒
17障6,10,25障180,0.148148,4,27,17,14,負傷 | 走る | 足 | 転倒
17障13,1,2021障88,0.304348,7,23,15,15,マット | 体育 | 口 | 練習 | 膝 | 負傷 | 運動
17障13,2,17障312,0.227273,5,22,15,12,体育 | 前歯 | 口 | 練習 | 負傷
17障13,3,23障203,0.222222,4,18,15,7,ぶつける | 体育 | 前歯 | 負傷
17障13,4,22障267,0.222222,4,18,15,7,前歯 | 膝 | 負傷 | 転
17障13,5,21障299,0.2,4,20,15,9,ぶつける | 前歯 | 練習 | 膝
17障13,6,17障129,0.2,5,25,15,15,マット | 体育 | 練習 | 負傷 | 運動
17障13,7,21障394,0.192308,5,26,15,16,マット | 前歯 | 練習 | 膝 | 転
17障13,8,27障198,0.181818,4,22,15,11,ぶつける | 体育 | 前歯 | 負傷
17障13,9,23障73,0.181818,4,22,15,11,ぶつける | 前歯 | 負傷 | 運動
17障13,10,23障218,0.173913,4,23,15,12,体育 | 前歯 | 口 | 負傷
17障26,1,21障437,0.185185,5,27,13,19,側溝 | 向かう | 強打 | 蓋 | 転倒
17障26,2,20障411,0.157895,3,19,13,9,側溝 | 強打 | 転倒
17障26,3,30障61,0.142857,4,28,13,19,強打 | 校舎 | 走る | 転倒
17障26,4,26障369,0.142857,3,21,13,11,強打 | 転倒 | 顎
17障26,5,19障134,0.142857,3,21,13,11,校舎 | 走る | 転倒
17障26,6,24障39,0.138889,5,36,13,28,向かう | 校舎 | 清掃 | 転倒 | 顎
17障26,7,2019障91,0.136364,3,22,13,12,強打 | 走る | 転倒
17障26,8,22障168,0.133333,4,30,13,21,強打 | 走る | 転倒 | 顎
17障26,9,23障320,0.125,3,24,13,14,強打 | 転倒 | 顎
17障26,10,21障147,0.125,3,24,13,14,強打 | 走る | 転倒
17障33,1,30障28,0.25,3,12,9,6,がけ | 床 | 雑巾
17障33,2,26障327,0.25,4,16,9,11,前歯 | 床 | 強打 | 接触
17障33,3,17障366,0.25,4,16,9,11,前歯 | 床 | 強打 | 接触
17障33,4,2023障55,0.210526,4,19,9,14,前歯 | 床 | 強打 | 時間
17障33,5,28障303,0.2,4,20,9,15,がけ | 床 | 強打 | 雑巾
17障33,6,17障61,0.2,3,15,9,9,前歯 | 床 | 時間
17障33,7,2019障179,0.190476,4,21,9,16,前歯 | 床 | 強打 | 時間
17障33,8,29障76,0.190476,4,21,9,16,つんのめる | 前歯 | 床 | 時間
17障33,9,26障152,0.176471,3,17,9,11,がけ | 床 | 雑巾
17障33,10,24障222,0.176471,3,17,9,11,前歯 | 強打 | 接触
17障48,1,23障122,0.333333,7,21,13,15,デッキ | ブラシ | プール | 倒れる | 前歯 | 強打 | 滑る
17障48,2,27障251,0.192308,5,26,13,18,デッキ | ブラシ | プール | 清掃 | 滑る
17障48,3,29障188,0.181818,6,33,13,26,しまう | プール | 倒れる | 前歯 | 清掃 | 滑る
17障48,4,27障192,0.173913,4,23,13,14,まま | 倒れる | 前歯 | 強打
17障48,5,24障40,0.166667,4,24,13,15,プール | 強打 | 清掃 | 滑る
17障48,6,21障264,0.166667,3,18,13,8,しまう | 倒れる | 前歯
17障48,7,19障10,0.166667,3,18,13,8,しまう | 前歯 | 強打
17障48,8,19障163,0.162162,6,37,13,30,デッキ | ブラシ | プール | 前歯 | 持つ | 滑る
17障48,9,21障299,0.157895,3,19,13,9,しまう | 前歯 | 強打
17障48,10,17障33,0.157895,3,19,13,9,前歯 | 強打 | 清掃
17障61,1,2020障187,0.272727,6,22,9,19,ぶつける | 休憩 | 前歯 | 床 | 時間 | 転倒
17障61,2,23障330,0.266667,4,15,9,10,休憩 | 前歯 | 時間 | 転倒
17障61,3,25障71,0.263158,5,19,9,15,かけっこ | 前歯 | 床 | 転倒 | 追う
17障61,4,2020障356,0.25,5,20,9,16,ぶつける | 前歯 | 床 | 時間 | 転倒
17障61,5,18障427,0.25,4,16,9,11,ぶつける | 前歯 | 床 | 転倒
17障61,6,2019障66,0.25,5,20,9,16,休憩 | 前歯 | 床 | 時間 | 転倒
17障61,7,24障126,0.24,6,25,9,22,ぶつける | 前歯 | 友達 | 床 | 時間 | 転倒
17障61,8,17障220,0.24,6,25,9,22,かけっこ | 休憩 | 前歯 | 時間 | 転倒 | 追う
17障61,9,2019障46,0.235294,4,17,9,12,休憩 | 前歯 | 時間 | 転倒
17障61,10,20障29,0.235294,4,17,9,12,ぶつける | 前歯 | 友達 | 床
17障73,1,17障61,0.227273,5,22,18,9,ぶつける | 休憩 | 前歯 | 時間 | 転倒
17障73,2,2019障46,0.2,5,25,18,12,休憩 | 前歯 | 時間 | 転倒 | 鬼ごっこ
17障73,3,27障195,0.190476,4,21,18,7,休憩 | 前歯 | 手 | 時間
17障73,4,17障87,0.1875,6,32,18,20,休憩 | 前歯 | 手 | 時間 | 転倒 | 鬼ごっこ
17障73,5,2019障42,0.181818,6,33,18,21,コンクリート | 休憩 | 前歯 | 時間 | 転倒 | 鬼ごっこ
17障73,6,22障128,0.176471,6,34,18,22,ぶつける | 体 | 前歯 | 手 | 支える | 転倒
17障73,7,23障330,0.166667,4,24,18,10,休憩 | 前歯 | 時間 | 転倒
17障73,8,2020障187,0.15625,5,32,18,19,ぶつける | 休憩 | 前歯 | 時間 | 転倒
17障73,9,2019障45,0.15625,5,32,18,19,休憩 | 前歯 | 時間 | 転倒 | 鬼ごっこ
17障73,10,17障227,0.153846,4,26,18,12,休憩 | 時間 | 転倒 | 鬼ごっこ
17障76,1,23障361,0.3125,5,16,9,12,バランス | 崩す | 強い | 打ちつける | 顔面
17障76,2,19障91,0.3,6,20,9,17,すべり台 | バランス | 崩す | 打ちつける | 登る | 顔面
17障76,3,18障171,0.25,5,20,9,16,バランス | 崩す | 強い | 打ちつける | 顔面
17障76,4,23障345,0.230769,3,13,9,7,バランス | 崩す | 顔面
17障76,5,2019障164,0.222222,4,18,9,13,バランス | 休憩 | 崩す | 時間
17障76,6,24障201,0.2,4,20,9,15,バランス | 崩す | 時間 | 顔面
17障76,7,18障314,0.2,4,20,9,15,バランス | 崩す | 打ちつける | 時間
17障76,8,20障415,0.2,3,15,9,9,バランス | 崩す | 顔面
17障76,9,30障56,0.190476,4,21,9,16,バランス | 休憩 | 崩す | 時間
17障76,10,2019障283,0.190476,4,21,9,16,バランス | 崩す | 強い | 打ちつける
17障87,1,17障61,0.208333,5,24,20,9,休憩 | 前歯 | 友達 | 時間 | 転倒
17障87,2,2019障66,0.2,6,30,20,16,休憩 | 前歯 | 昼食 | 時間 | 転倒 | 遊ぶ
17障87,3,17障73,0.1875,6,32,20,18,休憩 | 前歯 | 手 | 時間 | 転倒 | 鬼ごっこ
17障87,4,2019障46,0.185185,5,27,20,12,休憩 | 前歯 | 時間 | 転倒 | 鬼ごっこ
17障87,5,17障227,0.185185,5,27,20,12,休憩 | 昼食 | 時間 | 転倒 | 鬼ごっこ
17障87,6,2019障45,0.181818,6,33,20,19,休憩 | 前歯 | 時間 | 転倒 | 遊ぶ | 鬼ごっこ
17障87,7,2019障43,0.178571,5,28,20,13,休憩 | 前歯 | 時間 | 遊ぶ | 鬼ごっこ
17障87,8,27障195,0.173913,4,23,20,7,休憩 | 前歯 | 手 | 時間
17障87,9,26障188,0.172414,5,29,20,14,休憩 | 前歯 | 時間 | 転倒 | 遊ぶ
17障87,10,17障225,0.166667,5,30,20,15,休憩 | 前歯 | 当たる | 昼食 | 時間
17障92,1,2021障161,0.170732,7,41,27,21,休憩 | 昼食 | 時間 | 歯 | 相手 | 衝突 | 走る
17障92,2,2020障353,0.162162,6,37,27,16,ぶつける | 休憩 | 昼食 | 時間 | 歯 | 走る
17障92,3,25障38,0.15,6,40,27,19,休憩 | 強い | 時間 | 走る | 逃げる | 鬼ごっこ
17障92,4,22障15,0.142857,7,49,27,29,強い | 本 | 歯 | 相手 | 衝突 | 逃げる | 鬼ごっこ
17障92,5,2020障350,0.135135,5,37,27,15,ぶつける | 休憩 | 時間 | 歯 | 走る
17障92,6,28障38,0.128205,5,39,27,17,昼食 | 本 | 歯 | 逃げる | 鬼ごっこ
17障92,7,17障73,0.125,5,40,27,18,ぶつける | 休憩 | 強い | 時間 | 鬼ごっこ
17障92,8,2020障187,0.121951,5,41,27,19,ぶつける | 休憩 | 昼食 | 時間 | 歯
17障92,9,2021障160,0.119048,5,42,27,20,休憩 | 昼食 | 時間 | 本 | 相手
17障92,10,20障367,0.117647,4,34,27,11,強い | 本 | 歯 | 相手
17障98,1,28障85,0.175,7,40,24,23,前歯 | 手 | 教室 | 朝 | 本 | 滑る | １
17障98,2,23障78,0.170732,7,41,24,24,まま | 前歯 | 持つ | 本 | 転ぶ | １ | ２
17障98,3,22障70,0.166667,6,36,24,18,前歯 | 手 | 持つ | 本 | 転ぶ | 部分
17障98,4,17障48,0.15625,5,32,24,13,まま | 前歯 | 持つ | 滑る | 部分
17障98,5,26障68,0.15,6,40,24,22,まま | 前歯 | 手 | 抜ける | 本 | ２
17障98,6,22障28,0.142857,6,42,24,24,前歯 | 手 | 持つ | 本 | １ | ２
17障98,7,26障383,0.136364,6,44,24,26,前歯 | 教室 | 朝 | 本 | 部分 | ２
17障98,8,23障253,0.135135,5,37,24,18,前歯 | 手 | 抜ける | 本 | ２
17障98,9,29障46,0.135135,5,37,24,18,前歯 | 抜ける | 本 | 永久歯 | 滑る
17障98,10,24障299,0.135135,5,37,24,18,入る | 前歯 | 抜ける | 本 | ２
17障110,1,27障25,0.194444,7,36,29,14,せる | 床 | 手 | 時間 | 歯 | 滑る | 足
17障110,2,2020障157,0.175,7,40,29,18,せる | 倒れる | 加える | 床 | 歯 | 滑る | 足
17障110,3,18障481,0.166667,6,36,29,13,せる | 手 | 時間 | 滑る | 遊び | 遊ぶ
17障110,4,19障84,0.142857,5,35,29,11,せる | 床 | 滑る | 足 | 遊ぶ
17障110,5,22障131,0.142857,7,49,29,27,せる | 倒れる | 手 | 持つ | 滑る | 目 | 足
17障110,6,17障300,0.142857,5,35,29,11,せる | 手 | 打ちつける | 滑る | 足
17障110,7,17障393,0.142857,6,42,29,19,体 | 倒れる | 床 | 手 | 時間 | 遊ぶ
17障110,8,19障324,0.135135,5,37,29,13,せる | 床 | 時間 | 滑る | 足
17障110,9,19障163,0.134615,7,52,29,30,うつ | せる | 伏せ | 床 | 持つ | 滑る | 足
17障110,10,21障361,0.133333,6,45,29,22,床 | 手 | 持つ | 歯 | 滑る | 足
17障114,1,20障411,0.3125,5,16,12,9,前歯 | 強打 | 負傷 | 転倒 | 顔面
17障114,2,21障253,0.3125,5,16,12,9,つまずく | 前歯 | 負傷 | 道 | 顔面
17障114,3,17障407,0.294118,5,17,12,10,強打 | 登校 | 石 | 転倒 | 顔面
17障114,4,20障182,0.277778,5,18,12,11,つまずく | 前歯 | 石 | 負傷 | 転倒
17障114,5,26障327,0.277778,5,18,12,11,前歯 | 強打 | 負傷 | 転倒 | 顔面
17障114,6,18障448,0.266667,4,15,12,7,登校 | 負傷 | 転倒 | 顔面
17障114,7,22障121,0.266667,4,15,12,7,れる | 負傷 | 転倒 | 顔面
17障114,8,20障420,0.263158,5,19,12,12,れる | 前歯 | 強打 | 転倒 | 顔面
17障114,9,20障426,0.263158,5,19,12,12,れる | 前歯 | 強打 | 転倒 | 顔面
17障114,10,30障53,0.26087,6,23,12,17,つまずく | 前歯 | 強打 | 負傷 | 転倒 | 顔面
17障115,1,18障453,0.32,8,25,20,13,スピード | ハンドル | 下り坂 | 前歯 | 登校 | 脱落 | 自転車 | 転倒
17障115,2,2020障363,0.272727,9,33,20,22,バランス | 前歯 | 崩す | 接触 | 本 | 登校 | 自転車 | 転倒 | ２
17障115,3,25障350,0.25,7,28,20,15,バランス | 下り坂 | 崩す | 本 | 登校 | 自転車 | 転倒
17障115,4,17障413,0.25,8,32,20,20,しまう | バランス | 前歯 | 崩す | 本 | 自転車 | 転倒 | ２
17障115,5,18障295,0.25,8,32,20,20,しまう | バランス | 前歯 | 接触 | 本 | 自転車 | 転倒 | ２
17障115,6,2022障230,0.25,6,24,20,10,バランス | 前歯 | 崩す | 登校 | 自転車 | 転倒
17障115,7,29障360,0.225806,7,31,20,18,しまう | バランス | 崩す | 打つ | 登校 | 自転車 | 転倒
17障115,8,17障384,0.222222,6,27,20,13,しまう | 前歯 | 打つ | 接触 | 自転車 | 転倒
17障115,9,2019障333,0.217391,5,23,20,8,前歯 | 接触 | 登校 | 自転車 | 転倒
17障115,10,27障402,0.217391,5,23,20,8,バランス | 崩す | 接触 | 自転車 | 転倒
17障121,1,2022障236,0.173913,4,23,13,14,下校 | 前歯 | 転落 | 道路
17障121,2,17障410,0.173913,4,23,13,14,下校 | 前歯 | 転落 | 道路
17障121,3,2023障110,0.16,4,25,13,16,ガードレール | 前歯 | 誤る | 道路
17障121,4,20障413,0.157895,3,19,13,9,前歯 | 誤る | 転落
17障121,5,23障272,0.157895,3,19,13,9,切れる | 前歯 | 当たる
17障121,6,20障411,0.157895,3,19,13,9,側溝 | 前歯 | 道路
17障121,7,20障123,0.15,3,20,13,10,側溝 | 歩く | 道路
17障121,8,18障437,0.15,3,20,13,10,前歯 | 当たる | 誤る
17障121,9,25障18,0.148148,4,27,13,18,切れる | 前歯 | 歩く | 転落
17障121,10,2022障235,0.142857,4,28,13,19,下校 | 切れる | 前歯 | 道路
17障122,1,27障400,0.285714,6,21,15,12,地面 | 強打 | 路 | 転倒 | 通学 | 顔面
17障122,2,27障223,0.26087,6,23,15,14,下校 | 強打 | 路 | 転倒 | 通学 | 顔面
17障122,3,30障87,0.222222,4,18,15,7,下校 | 走る | 転倒 | 顔面
17障122,4,28障358,0.217391,5,23,15,13,地面 | 強打 | 転倒 | 通学 | 顔面
17障122,5,18障471,0.217391,5,23,15,13,下校 | 地面 | 強打 | 転倒 | 顔面
17障122,6,18障450,0.2,4,20,15,9,地面 | 強打 | 転倒 | 顔面
17障122,7,30障217,0.190476,4,21,15,10,下校 | 強打 | 転倒 | 顔面
17障122,8,24障367,0.185185,5,27,15,17,手 | 着く | 走る | 転倒 | 顔面
17障122,9,25障354,0.185185,5,27,15,17,下校 | 強打 | 走る | 転倒 | 顔面
17障122,10,19障134,0.181818,4,22,15,11,手 | 持つ | 走る | 転倒
17障129,1,26障327,0.238095,5,21,15,11,床 | 練習 | 負傷 | 転倒 | 顔面
17障129,2,18障448,0.222222,4,18,15,7,外れる | 負傷 | 転倒 | 顔面
17障129,3,18障162,0.217391,5,23,15,13,体育 | 技 | 練習 | 負傷 | 顔面
17障129,4,23障320,0.208333,5,24,15,14,体育 | 床 | 練習 | 負傷 | 転倒
17障129,5,2021障88,0.2,5,25,15,15,マット | 体育 | 練習 | 負傷 | 運動
17障129,6,17障13,0.2,5,25,15,15,マット | 体育 | 練習 | 負傷 | 運動
17障129,7,23障215,0.2,4,20,15,9,体育 | 負傷 | 運動 | 顔面
17障129,8,30障366,0.190476,4,21,15,10,外れる | 負傷 | 転倒 | 顔面
17障129,9,18障16,0.190476,4,21,15,10,体育 | 床 | 転倒 | 顔面
17障129,10,19障256,0.181818,4,22,15,11,つく | 床 | 負傷 | 転倒
17障135,1,2019障108,0.4375,7,16,8,15,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障135,2,17障136,0.4375,7,16,8,15,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障135,3,28障202,0.388889,7,18,8,17,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障135,4,30障7,0.384615,5,13,8,10,ソフトボール | バッター | バット | 体育 | 投げる
17障135,5,24障133,0.375,6,16,8,14,ソフトボール | バッター | バット | 体育 | 当たる | 打つ
17障135,6,19障312,0.363636,4,11,8,7,ソフトボール | 口 | 当たる | 投げる
17障135,7,22障145,0.357143,5,14,8,11,ソフトボール | バッター | バット | 口 | 打つ
17障135,8,2022障133,0.35,7,20,8,19,ソフトボール | バッター | バット | 体育 | 口 | 打つ | 投げる
17障135,9,30障109,0.333333,6,18,8,16,バッター | バット | 体育 | 口 | 当たる | 打つ
17障135,10,26障110,0.333333,7,21,8,20,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障136,1,22障145,0.444444,8,18,15,11,しまう | ソフトボール | バッター | バット | ボール | 口 | 打つ | 試合
17障136,2,17障135,0.4375,7,16,15,8,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障136,3,30障109,0.347826,8,23,15,16,バッター | バット | ボール | 体育 | 口 | 当たる | 打つ | 試合
17障136,4,29障227,0.347826,8,23,15,16,しまう | ソフトボール | バッター | バット | 体育 | 口 | 放す | 試合
17障136,5,28障202,0.333333,8,24,15,17,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ | 試合
17障136,6,23障115,0.333333,7,21,15,13,ソフトボール | バット | ボール | 口 | 当たる | 待つ | 打つ
17障136,7,26障229,0.32,8,25,15,18,ソフトボール | バッター | バット | ボール | 口 | 当たる | 打つ | 試合
17障136,8,24障133,0.318182,7,22,15,14,ソフトボール | バッター | バット | ボール | 体育 | 当たる | 打つ
17障136,9,2019障108,0.304348,7,23,15,15,ソフトボール | バッター | バット | 体育 | 口 | 当たる | 打つ
17障136,10,2023障73,0.3,9,30,15,24,ソフトボール | バッター | バット | ボール | 体育 | 口 | 当たる | 打つ | 放す
17障138,1,20障182,0.25,4,16,9,11,ランニング | 打つ | 負傷 | 転倒
17障138,2,22障178,0.235294,4,17,9,12,口 | 負傷 | 足 | 転倒
17障138,3,18障429,0.222222,4,18,9,13,口 | 負傷 | 足 | 転倒
17障138,4,17障135,0.214286,3,14,9,8,体育 | 口 | 打つ
17障138,5,28障78,0.2,4,20,9,15,口 | 打つ | 負傷 | 転倒
17障138,6,2021障95,0.2,4,20,9,15,体育 | 口 | 負傷 | 転倒
17障138,7,25障213,0.2,4,20,9,15,打つ | 負傷 | 足 | 転倒
17障138,8,20障251,0.2,4,20,9,15,体育 | 口 | 打つ | 転倒
17障138,9,22障86,0.2,4,20,9,15,打つ | 負傷 | 足 | 転倒
17障138,10,21障251,0.190476,4,21,9,16,打つ | 負傷 | 足 | 転倒
17障141,1,27障390,0.194444,7,36,24,19,れる | 体育 | 先頭 | 地面 | 競争 | 練習 | 顔面
17障141,2,18障171,0.176471,6,34,24,16,人 | 体育 | 地面 | 打ちつける | 練習 | 顔面
17障141,3,30障105,0.175,7,40,24,23,人 | 体育 | 口 | 合う | 練習 | 足 | 顔面
17障141,4,30障235,0.171429,6,35,24,17,れる | 体育 | 口 | 引っ張る | 打ちつける | 足
17障141,5,18障46,0.16129,5,31,24,12,れる | 会 | 引っ張る | 強打 | 顔面
17障141,6,18障175,0.142857,5,35,24,16,れる | 人 | 体育 | 強打 | 顔面
17障141,7,21障389,0.129032,4,31,24,11,強打 | 本 | 練習 | 顔面
17障141,8,19障244,0.128205,5,39,24,20,れる | 人 | 地面 | 強打 | 顔面
17障141,9,23障349,0.128205,5,39,24,20,れる | 口 | 打ちつける | 本 | 顔面
17障141,10,17障354,0.128205,5,39,24,20,人 | 体育 | 口 | 打ちつける | 練習
17障146,1,23障321,0.176471,6,34,25,15,当たる | 折 | 歯 | 相手 | 脱臼 | 顎
17障146,2,21障212,0.162162,6,37,25,18,折 | 歯 | 歯根 | 相手 | 肘 | 脱臼
17障146,3,17障305,0.142857,4,28,25,7,当たる | 歯 | 相手 | 肘
17障146,4,23障369,0.142857,4,28,25,7,折 | 歯 | 相手 | 肩
17障146,5,20障272,0.137931,4,29,25,8,当たる | 折 | 歯 | 肘
17障146,6,23障316,0.133333,4,30,25,9,当たる | 歯 | 相手 | 肘
17障146,7,30障335,0.133333,4,30,25,9,当たる | 歯 | 相手 | 肘
17障146,8,2023障232,0.131579,5,38,25,18,受診 | 当たる | 相手 | 肘 | 脱臼
17障146,9,2022障211,0.131579,5,38,25,18,当たる | 折 | 歯 | 相手 | 肘
17障146,10,17障368,0.131579,5,38,25,18,当たる | 歯 | 相手 | 肘 | 顎
17障151,1,23障82,0.190476,4,21,15,10,せる | 滑る | 降りる | 階段
17障151,2,24障109,0.148148,4,27,15,16,滑る | 途中 | 降りる | 階段
17障151,3,19障341,0.142857,4,28,15,17,滑る | 移動 | 途中 | 顔面
17障151,4,24障208,0.142857,4,28,15,17,机 | 滑る | 移動 | 顔面
17障151,5,25障33,0.136364,3,22,15,10,ぶつかる | 椅子 | 途中
17障151,6,19障84,0.130435,3,23,15,11,せる | 滑る | 顔面
17障151,7,19障37,0.130435,3,23,15,11,せる | 滑る | 顔面
17障151,8,17障389,0.125,3,24,15,12,移動 | 階段 | 顔面
17障151,9,20障425,0.125,3,24,15,12,滑る | 降りる | 顔面
17障151,10,19障182,0.125,3,24,15,12,せる | 滑る | 顔面
17障159,1,20障415,0.3125,5,16,12,9,ぶつける | バランス | 崩す | 転倒 | 顔面
17障159,2,20障417,0.3,6,20,12,14,バランス | 崩す | 歯 | 負傷 | 転倒 | 顔面
17障159,3,23障345,0.266667,4,15,12,7,バランス | 崩す | 転倒 | 顔面
17障159,4,22障121,0.266667,4,15,12,7,歯 | 負傷 | 転倒 | 顔面
17障159,5,23障361,0.263158,5,19,12,12,バランス | 崩す | 歯 | 転倒 | 顔面
17障159,6,27障400,0.263158,5,19,12,12,バランス | 崩す | 負傷 | 転倒 | 顔面
17障159,7,28障358,0.25,5,20,12,13,バランス | 崩す | 負傷 | 転倒 | 顔面
17障159,8,24障201,0.227273,5,22,12,15,ぶつける | バランス | 崩す | 負傷 | 顔面
17障159,9,2021障95,0.227273,5,22,12,15,バランス | 崩す | 歯 | 負傷 | 転倒
17障159,10,18障16,0.222222,4,18,12,10,バランス | 折る | 転倒 | 顔面
17障160,1,17障293,0.25,3,12,9,6,スキー | 教室 | 転倒
17障160,2,18障343,0.25,4,16,9,11,前歯 | 当たる | 転倒 | 部
17障160,3,18障239,0.2,3,15,9,9,前歯 | 当たる | 部
17障160,4,20障392,0.2,3,15,9,9,前歯 | 当たる | 部
17障160,5,2019障253,0.2,3,15,9,9,前歯 | 当たる | 部
17障160,6,2023障176,0.2,3,15,9,9,スキー | 前歯 | 転倒
17障160,7,17障352,0.2,3,15,9,9,前歯 | 当たる | 部
17障160,8,27障247,0.2,5,25,9,21,グリップ | スキー | ストック | 前歯 | 部
17障160,9,25障125,0.2,3,15,9,9,スキー | 受講 | 転倒
17障160,10,20障383,0.1875,3,16,9,10,前歯 | 当たる | 部
17障169,1,20障123,0.190476,4,21,15,10,足 | 転ぶ | 部 | 顔面
17障169,2,30障192,0.16,4,25,15,14,時間 | 足 | 遊ぶ | 顔面
17障169,3,28障1,0.153846,4,26,15,15,サイド | プール | 時間 | 顔面
17障169,4,2019障66,0.148148,4,27,15,16,時間 | 足 | 遊ぶ | 顔面
17障169,5,18障283,0.148148,4,27,15,16,時間 | 足 | 部 | 顔面
17障169,6,26障356,0.137931,4,29,15,18,時間 | 遊ぶ | 部 | 顔面
17障169,7,23障58,0.130435,3,23,15,11,足 | 転ぶ | 遊ぶ
17障169,8,2019障254,0.130435,3,23,15,11,直撃 | 部 | 顔面
17障169,9,19障84,0.130435,3,23,15,11,足 | 遊ぶ | 顔面
17障169,10,17障376,0.125,4,32,15,21,直撃 | 等 | 跳ね上がる | 部
17障175,1,19障356,0.272727,3,11,6,8,歯 | 直撃 | 練習
17障175,2,23障158,0.235294,4,17,6,15,ラケット | 振る | 歯 | 練習
17障175,3,27障96,0.214286,3,14,6,11,テニス | ラケット | 振る
17障175,4,2019障254,0.214286,3,14,6,11,振る | 直撃 | 練習
17障175,5,19障460,0.214286,3,14,6,11,ラケット | 振る | 歯
17障175,6,24障315,0.2,3,15,6,12,振る | 直撃 | 練習
17障175,7,21障349,0.2,2,10,6,6,振る | 練習
17障175,8,27障320,0.2,3,15,6,12,歯 | 直撃 | 練習
17障175,9,19障380,0.2,3,15,6,12,歯 | 直撃 | 練習
17障175,10,28障291,0.190476,4,21,6,19,振る | 歯 | 直撃 | 練習
17障190,1,27障317,0.304348,7,23,15,15,バット | 直撃 | 素振り | 練習 | 部 | 野球 | 顔面
17障190,2,2019障254,0.3,6,20,15,11,バット | 直撃 | 練習 | 部 | 野球 | 顔面
17障190,3,29障297,0.3,6,20,15,11,くる | ボール | 練習 | 部 | 野球 | 顔面
17障190,4,18障391,0.3,6,20,15,11,くる | ボール | 練習 | 部 | 野球 | 顔面
17障190,5,18障395,0.291667,7,24,15,16,くる | ボール | 捕る | 練習 | 部 | 野球 | 顔面
17障190,6,30障278,0.285714,6,21,15,12,ボール | 捕る | 練習 | 部 | 野球 | 顔面
17障190,7,18障379,0.272727,6,22,15,13,ボール | 捕る | 練習 | 部 | 野球 | 顔面
17障190,8,17障338,0.263158,5,19,15,9,ボール | 練習 | 部 | 野球 | 顔面
17障190,9,19障395,0.26087,6,23,15,14,くる | ボール | 直撃 | 練習 | 部 | 顔面
17障190,10,28障291,0.259259,7,27,15,19,バット | ボール | 直撃 | 練習 | 部 | 野球 | 顔面
17障196,1,27障295,0.45,9,20,19,10,くる | バッティング | ボール | 練習 | 負傷 | 部 | 野球 | 顔 | 飛ぶ
17障196,2,24障301,0.363636,8,22,19,11,トス | バッティング | ボール | 打球 | 練習 | 負傷 | 部 | 野球
17障196,3,29障297,0.363636,8,22,19,11,くる | バッティング | ボール | 練習 | 負傷 | 部 | 野球 | 飛ぶ
17障196,4,2022障181,0.346154,9,26,19,16,バッティング | 前歯 | 当たる | 打球 | 練習 | 負傷 | 部 | 野球 | 顔
17障196,5,29障296,0.318182,7,22,19,10,ボール | 当たる | 投げる | 練習 | 負傷 | 部 | 野球
17障196,6,29障152,0.318182,7,22,19,10,トス | バッティング | ボール | 当たる | 練習 | 部 | 野球
17障196,7,18障358,0.307692,8,26,19,15,くる | 前歯 | 当たる | 打球 | 練習 | 部 | 野球 | 飛ぶ
17障196,8,27障315,0.307692,8,26,19,15,バッティング | ボール | 当たる | 打球 | 練習 | 負傷 | 部 | 野球
17障196,9,17障336,0.304348,7,23,19,11,ボール | 当たる | 打球 | 練習 | 部 | 野球 | 顔
17障196,10,18障391,0.304348,7,23,19,11,くる | ボール | 練習 | 負傷 | 部 | 野球 | 飛ぶ
17障204,1,2020障233,0.233333,7,30,17,20,出る | 前方 | 床 | 打つ | 歯 | 転倒 | 部
17障204,2,22障86,0.230769,6,26,17,15,ボール | 出る | 打つ | 足 | 転倒 | 顔面
17障204,3,20障123,0.227273,5,22,17,10,ひっかかる | 打つ | 足 | 部 | 顔面
17障204,4,26障324,0.227273,5,22,17,10,バレーボール | 床 | 打つ | 歯 | 部
17障204,5,2019障283,0.222222,6,27,17,16,バランス | 床 | 打つ | 歯 | 転倒 | 部
17障204,6,2020障156,0.206897,6,29,17,18,バランス | バレーボール | 前方 | 歯 | 転倒 | 部
17障204,7,21障136,0.206897,6,29,17,18,バレーボール | ボール | 床 | 歯 | 転倒 | 顔面
